Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
5/24/2012,0:12:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,OLD GEORGETOWN RD / HUNTINGTON PKWY,38.99336132,-77.10846417,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,SUBARU,OUTBACK,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9933613166667, -77.1084641666667)"
9/15/2012,21:56:00,MCP,"5th district, Germantown","DRIVING, MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",FREDERICK RD @ GERMANTOWN ROAD,39.19379768,-77.24335883,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYOTA,CAMRY,WHITE,Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1937976833333, -77.2433588333333)"
8/29/2017,0:27:00,MCP,"3rd district, Silver Spring",DRIVING WRONG WAY--ONE WAY STREET,NB COLUMBIA PIKE / BRIGGS CHANEY RD,39.08277453,-76.94840312,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,FORD,EXPEDITION,TAN,Citation,21-308(a),Transportation Article,No,BLACK,F,ASPEN HILL,MD,MD,A - Marked Patrol,"(39.0827745274131, -76.9484031200409)"
8/29/2017,0:27:00,MCP,"3rd district, Silver Spring",DRIVING OFF ROADWAY WHILE PASSING VEHICLE,NB COLUMBIA PIKE / BRIGGS CHANEY RD,39.08277453,-76.94840312,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,FORD,EXPEDITION,TAN,Citation,21-304(c),Transportation Article,No,BLACK,F,ASPEN HILL,MD,MD,A - Marked Patrol,"(39.0827745274131, -76.9484031200409)"
8/29/2017,0:27:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB COLUMBIA PIKE / BRIGGS CHANEY RD,39.08277453,-76.94840312,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,FORD,EXPEDITION,TAN,Citation,21-901.1(b),Transportation Article,No,BLACK,F,ASPEN HILL,MD,MD,A - Marked Patrol,"(39.0827745274131, -76.9484031200409)"
10/20/2015,11:00:00,MCP,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106,",RIDGE ROAD AND KINGS VALLEY,39.25393167,-77.2276,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,GMC,YUKON,BLACK,Citation,16-303(h),Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.2539316666667, -77.2276)"
10/4/2014,12:17:00,MCP,"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",DARNESTOWN RD @ SHADY GROVE RD,39.09190667,-77.19772667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,HONDA,CIVIC,GREEN,Citation,16-303(h),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0919066666667, -77.1977266666667)"
9/18/2015,20:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,MUDDY BRANCH RD AT THE 270 OVERPASS,39.13389667,-77.203865,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,PURPLE,Citation,21-310(a),Transportation Article,No,NATIVE AMERICAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1338966666667, -77.203865)"
4/22/2013,8:40:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,RTE 108 AND DR. BIRD RD,39.13363558,-77.03085338,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,LEXUS,GS300,BLACK,Citation,21-309(d),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.1336355833333, -77.0308533833333)"
12/16/2013,22:26:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,WISCONSIN AVE AND CHASE AVE,38.98998,-77.09491667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,MAZDA,2,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,M,TEMPLE HILLS,MD,MD,A - Marked Patrol,"(38.98998, -77.0949166666667)"
6/29/2013,19:38:00,MCP,"5th district, Germantown",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,ENTRANCE RAMP S270 AT DEMOCRACY BLVD,39.01989333,-77.144555,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,4S,TAN,Citation,13-411(a),Transportation Article,No,OTHER,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0198933333333, -77.144555)"
4/25/2013,14:35:00,MCP,"1st district, Rockville",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,9300 BLK OLD GEORGETOWN RD,39.0081,-77.11277833,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2013,HYUNDA,TUCSON,RED,Citation,16-116(a),Transportation Article,No,WHITE,M,BETHESDA,MD,CA,A - Marked Patrol,"(39.0081, -77.1127783333333)"
5/4/2013,9:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,MUNCASTER MILL ROAD / LAYTONIA DRIVE,39.15371892,-77.1537621,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,BEIGE,Citation,21-801(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1537189166667, -77.1537621)"
5/26/2012,12:58:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,ROCKVILLE PIKE / MARINELLI RD,39.04689883,-77.11287348,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,NISS,4S,TAN,Citation,22-412.3(b),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0468988333333, -77.1128734833333)"
12/9/2012,2:19:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,R355/MONTROSE RD,39.05078645,-77.1153751,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,WV,JETTA,GRAY,Citation,16-113(h),Transportation Article,No,WHITE,M,DARNESTOWN,MD,MD,A - Marked Patrol,"(39.05078645, -77.1153751)"
7/26/2012,9:24:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,CASHELL / MUSIC GROVE,39.13038753,-77.08256892,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,2S,BLACK,Citation,21-801.1,Transportation Article,No,OTHER,M,OLNEY,MD,MD,Q - Marked Laser,"(39.1303875333333, -77.0825689166667)"
9/6/2012,10:43:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ROCKVILLE PIKE AT ROLLINS AVENUE,39.05762695,-77.12145227,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,1998,FORD,EXPEDITION,BLACK,Citation,13-401(h),Transportation Article,No,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.05762695, -77.1214522666667)"
9/13/2014,14:04:00,MCP,"2nd district, Bethesda",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,WESTBARD AVENUE @ MASSACHUSETTS AVENUE,38.95847,-77.10948667,No,Yes,No,Yes,No,No,No,No,No,No,VA,02 - Automobile,1998,CHEVROLET,CAVALIER,GOLD,Citation,13-703(g),Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.95847, -77.1094866666667)"
7/27/2014,18:07:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,326 SOUTHAMPTON DR,39.00545,-76.981935,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,HONDA,CIV,SILVER,Citation,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.00545, -76.981935)"
8/28/2017,23:24:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,CONNECTICUT AVE/ROSEMARY ST,38.97824833,-77.07727,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,NISS,4S,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,"(38.9782483333333, -77.07727)"
8/28/2017,23:24:00,MCP,"2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",CONNECTICUT AVE/ROSEMARY ST,38.97824833,-77.07727,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,NISS,4S,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,"(38.9782483333333, -77.07727)"
8/28/2017,23:24:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CONNECTICUT AVE/ROSEMARY ST,38.97824833,-77.07727,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,NISS,4S,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,"(38.9782483333333, -77.07727)"
9/12/2013,9:44:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,N/B ROCKVILLE PIKE @ MARINELLI RD,39.05517757,-77.11704148,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1994,DODGE,PICK UP,BLACK,Citation,13-401(b),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0551775666667, -77.1170414833333)"
8/6/2013,18:04:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,108/OLD BALTIMORE RD,39.14670495,-77.05130337,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HOND,ACCORD 4S,SILVER,Citation,21-1124.2(d2),Transportation Article,No,BLACK,M,SANDY SPRING,MD,MD,A - Marked Patrol,"(39.14670495, -77.0513033666667)"
7/13/2013,10:40:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 92 MPH IN A POSTED 55 MPH ZONE,29 SOUTH/ BLACKBURN,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,PONT,4S,BLACK,Citation,21-801.1,Transportation Article,No,HISPANIC,F,BOWIE,MD,MD,Q - Marked Laser,
9/7/2014,9:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,355/PROFFESSIONAL,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,AUDI,4S,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,BEAUFORT,SC,SC,A - Marked Patrol,
10/10/2013,18:34:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB COLUMBIA PIKE AT GREENCASTLE ROAD,39.096875,-76.93751833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOT,PRIUS,BLACK,Citation,21-801(b),Transportation Article,Yes,WHITE,M,ELKRIDGE,MD,MD,A - Marked Patrol,"(39.096875, -76.9375183333333)"
1/23/2015,2:12:00,MCP,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,NB 270 / SHADY GORVE RD,39.18454333,-77.26284667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,CHRYSLER,200,WHITE,Citation,21-310(a),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.1845433333333, -77.2628466666667)"
2/28/2013,16:26:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,DEMOCRACY BLVD @ I270,39.02157247,-77.144043,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,PILOT,GRAY,Citation,21-202(h1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0215724666667, -77.144043)"
4/21/2013,5:25:00,MCP,"4th district, Wheaton",STANDING VEH. W/I 30 FT OF  YIELD SIGN TRAFFIC CONTROL SIGNAL),GEORGIA AVE AND DENNIS,39.05838985,-77.0479946,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,FORD,EXPLORER,GREEN,Citation,21-1003(o),Transportation Article,No,WHITE,F,HYATTSVILL,MD,MD,B - Unmarked Patrol,"(39.05838985, -77.0479946)"
5/28/2013,0:13:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,PINEY BRANCH RD/CARROLL AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,COROLLA,TAN,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
11/2/2012,10:34:00,MCP,"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,GEORGIA AVE/ HEATHFIELD,39.087488,-77.08021122,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,OLDS,4S,WHITE,Citation,13-703(g),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.087488, -77.0802112166667)"
9/3/2012,0:45:00,MCP,"4th district, Wheaton",IMPROPER USE OF VEH. FOG LAMP,LAYHILL RD & BRIGGS RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,FORD,TK EXPLPORER,WHITE,Citation,22-217(b),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,
8/28/2017,23:24:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,CONNECTICUT AVE/ROSEMARY ST,38.97824833,-77.07727,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,NISS,4S,BLACK,Citation,16-301(e),Transportation Article,No,BLACK,M,ACCOKEEK,MD,MD,A - Marked Patrol,"(38.9782483333333, -77.07727)"
8/28/2017,22:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 45 MPH IN A POSTED 35 MPH ZONE,WOODFIELD RD / EMORY GROVE RD,39.15292833,-77.17131667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,SUBARU,STI,SILVER,Citation,21-801.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1529283333333, -77.1713166666667)"
7/24/2013,10:35:00,MCP,"1st district, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,MD355/TWINBROOK PWY,,,No,No,No,No,No,No,No,No,No,No,XX,02 - Automobile,1999,LEXUS,ES300,WHITE,Citation,17-107,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,
11/21/2015,10:53:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SLIGO CREEK PKWY/ WAYNE AVE,38.99750833,-77.00953,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYT,COROLLA,RED,Citation,21-1124.2(d2),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9975083333333, -77.00953)"
8/28/2017,22:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,WOODFIELD RD / EMORY GROVE RD,39.15292833,-77.17131667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,SUBARU,STI,SILVER,Citation,16-112(c),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1529283333333, -77.1713166666667)"
7/31/2013,13:42:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB I270 @ MUDDY BRANCH RD,39.12608455,-77.20169912,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,SENTRA,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,WALKERSVILLE,MD,MD,A - Marked Patrol,"(39.12608455, -77.2016991166667)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,21-902(a1),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,21-902(a2),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
6/9/2015,0:13:00,MCP,"4th district, Wheaton",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,VEIRS MILL RD/EAST AVE,39.05845667,-77.04797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHEVROLET,BLAZER,BLACK,Citation,21-904(b2),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0584566666667, -77.04797)"
10/1/2013,17:40:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK RD/270 RAMP,39.17783833,-77.24283333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HONDA,4DR,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1778383333333, -77.2428333333333)"
2/26/2015,20:25:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE,SB I270/CLARKSBURG RD,39.237515,-77.289925,No,No,No,No,No,No,No,No,No,No,PA,05 - Light Duty Truck,2006,DODGE,TRUCK,"BLUE, LIGHT",Citation,21-801.1,Transportation Article,No,WHITE,M,MECHANICSBURG,PA,PA,A - Marked Patrol,"(39.237515, -77.289925)"
5/21/2015,22:45:00,MCP,"3rd district, Silver Spring","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",753 SILVER SPRING AVE,38.99185333,-77.02124333,No,No,No,No,No,No,No,No,No,No,NY,02 - Automobile,2003,LNDR,SUV,GREEN,Citation,21-1101(a),Transportation Article,No,ASIAN,M,FLUSHING,NY,NY,A - Marked Patrol,"(38.9918533333333, -77.0212433333333)"
11/10/2014,13:15:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,NEW HAMPSHIRE AVE / ROSEMERE AVE,39.07084,-77.003255,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,NISS,4S,BLACK,Citation,16-301(j),Transportation Article,No,HISPANIC,F,COLLEGE PARK,MD,MD,Q - Marked Laser,"(39.07084, -77.003255)"
3/8/2013,11:47:00,MCP,"5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE) MOTOR VEHICLE WITH ALCOHOL IN BLOOD IN VIOLATION OF RESTRICTION",SB I270 @ FATHER HURLEY BLVD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,FORD,MUSTANG,BLACK,Citation,16-113(j),Transportation Article,No,WHITE,M,BOWIE,MD,MD,A - Marked Patrol,
5/22/2013,0:54:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,PIPING ROCK DRIVE/SOUTHVIEW AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,TACOMA,GRAY,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
5/15/2013,8:09:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,PLYERS MILL RD & METROPOLITAN AVE,39.02955817,-77.07513173,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEVY,EQUINOX,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0295581666667, -77.0751317333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,21-901.1(b),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
12/9/2014,16:07:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CENTURY BLVD AND MIDDLEBROOK DR,39.18011333,-77.26908333,No,No,No,No,No,No,No,No,No,No,TN,02 - Automobile,2014,JEEP,COMPASS,WHITE,Citation,16-101(a),Transportation Article,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1801133333333, -77.2690833333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,16-113(h),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
1/16/2015,10:04:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,118 AT DAWSON FARM,39.17197,-77.27714,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,DODGE,DURANGO,SILVER,Citation,16-303(f),Transportation Article,No,BLACK,M,GERMANTOWN,MD,DC,Q - Marked Laser,"(39.17197, -77.27714)"
7/26/2014,1:51:00,MCP,Headquarters and Special Operations,"NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",S/B 270 @ RT 28,39.14967667,-77.23366833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,SATURN,SUV,RED,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.1496766666667, -77.2336683333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING MOTOR VEHICLE WITH ALCOHOL IN BLOOD IN VIOLATION OF RESTRICTION,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,16-113(j),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
9/25/2013,15:14:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA @ HIGHLAND,38.99547787,-77.03035377,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYOTA,CAMRY,GREEN,Citation,13-401(h),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(38.9954778666667, -77.0303537666667)"
4/3/2015,13:10:00,MCP,"3rd district, Silver Spring",FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED VEH.  DAMAGE ACCIDENT,650 UNIVERSITY BLVD E IN  PL 7-11,39.00017833,-77.04292333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,LINC,TK,BLACK,Citation,20-105(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0001783333333, -77.0429233333333)"
8/29/2017,1:44:00,MCP,"1st district, Rockville",DRIVING VEH. NOT EQUIPPED WITH AN IGNITION INTERLOCK AS REQUIRED BY PROGRAM,SEVEN LOCKS RD/CADBURY AVE,39.08394833,-77.15349833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYT,TK,WHITE,Citation,16-113(k),Transportation Article,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,"(39.0839483333333, -77.1534983333333)"
11/14/2014,9:29:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,LOCKWOOD DR/ NEW HAMPSHIRE AVE,39.03735333,-76.98986167,No,No,No,No,No,No,No,No,No,No,DE,02 - Automobile,2010,BUICK,LUCERNE,SILVER,Citation,13-411(f),Transportation Article,No,BLACK,F,FAIRMOUNT HEIGHTS,MD,MD,A - Marked Patrol,"(39.0373533333333, -76.9898616666667)"
9/11/2014,15:17:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,S/B 270 PRIOR TO FALLS RD,39.091115,-77.175125,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVY,ASTRO,GRAY,Citation,13-411(f),Transportation Article,No,NATIVE AMERICAN,M,BOWIE,MD,MD,A - Marked Patrol,"(39.091115, -77.175125)"
